time,thscode,ms,tradeDate,tradeTime,latest,amt,vol,latestVolume,dealDirection,dealtype
2023-12-12 14:59:58,RUZL.SHF,0,2023-12-12,14:59:58,13585.0,0.0,0.0,12.0,1,
2023-12-12 14:59:58,RUZL.SHF,500,2023-12-12,14:59:58,13585.0,543000.0,4.0,4.0,1,多平
2023-12-12 14:59:59,RUZL.SHF,0,2023-12-12,14:59:59,13585.0,272000.0,2.0,2.0,1,空换
2023-12-12 14:59:59,RUZL.SHF,500,2023-12-12,14:59:59,13585.0,0.0,0.0,2.0,1,
2023-12-12 14:59:59,RUZL.SHF,500,2023-12-12,14:59:59,13585.0,0.0,0.0,2.0,1,
2023-12-12 15:00:00,RUZL.SHF,0,2023-12-12,15:00:00,13590.0,136000.0,1.0,1.0,5,多换
2023-12-12 15:00:00,RUZL.SHF,500,2023-12-12,15:00:00,13590.0,0.0,0.0,1.0,5,
